index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,ConvID,TextLength
4023,SYSTEM,"I found 3 options for you: Charlie Chan at Regent Street City Centre, Rice House at 88 Mill Road City Centre, and Golden House at 12 Lensfield Road City Centre",Restaurant-Inform,,,,,,Restaurant,Inform,173,159
4047,SYSTEM,I have one place that suits your needs. It is the City Centre North B & B. They are located on 328a Histon Road. They offer both free wifi and parking.,Hotel-Inform,,,,,,Hotel,Inform,174,151
4062,USER,"Yes, I need some help and information pertaining to a particular restaurant. The name of the restaurant is Sitar Tandoori. I'd like some information on the place if you can help.",Restaurant-Inform,5,3,3,3,3,Restaurant,Inform,175,178
4081,SYSTEM,"The Vue Cinema is in the centre of town. The address is The Grafton Centre on East Road, postcode cb11ps, and the phone number is 08712240240.",Attraction-Inform,,,,,,Attraction,Inform,176,142
4112,USER,"Sunday as well, please.",Train-Inform,3,3,3,,,Train,Inform,177,23
4146,USER,Wow this is really confusing. Let's start from the beginning. Can you see if you can find a place to stay in the east with 4 stars and free wifi?,Hotel-Inform,1,1,2,,,Hotel,Inform,178,145
4152,USER,Try for one day.,Hotel-Inform,2,2,3,,,Hotel,Inform,178,16
4156,USER,"Nope, I'll take anything on the Eastside that's 4 stars and offers either free parking or Wifi, booked for 3 people and 2 nights starting from Thursday.",Hotel-Inform,2,2,3,,,Hotel,Inform,178,152
4225,SYSTEM,"The Ashley Hotel and Lovell Lodge are both moderately priced and in the north, while Express by Holiday Inn Cambridge is expensive and in the east. Would you like to book?",Hotel-Inform,,,,,,Hotel,Inform,181,171
4232,USER,There will be five of us.,Hotel-Inform,3,3,3,,,Hotel,Inform,181,25
4249,SYSTEM,"The address is Cambridge passenger cruisers, jubilee house. Postcode cb43ax. There are two indian restaurants in the North, one is moderately priced the other is cheap.",Attraction-Inform,,,,,,Attraction,Inform,182,168
4256,USER,"Thanks for the reservation. I also need a taxi from the passenger cruisers to arrive at the Indian restaurant by the booked 12:45 time, please.",Restaurant-Inform,4,3,3,3,,Restaurant,Inform,182,143
4345,SYSTEM,"My computer is not showing anything regarding an entrance fee, I'm sorry about that. The address is Gonville Place, and the postcode is cb11ly. Anything else I can help you with?",Attraction-Inform,,,,,,Attraction,Inform,186,178
4358,USER,How about for Sunday?,Hotel-Inform,2,2,3,3,,Hotel,Inform,187,21
4372,USER,how about chinese?,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,188,18
4381,SYSTEM,They serve chinese food.,Restaurant-Inform,,,,,,Restaurant,Inform,188,24
4433,SYSTEM,"The Slug and Lettuce is a gastropub in that area. Their number is not provided, but the address is 34-35 Green Street. Would you like to make a reservation?",Restaurant-Inform,,,,,,Restaurant,Inform,191,156
4446,USER,From the gastropub,Taxi-Inform,3,3,3,3,,Taxi,Inform,191,18
4485,SYSTEM,The club salsa is located on 1 station road. The postcode is cb12jb and the entrance fee is 5 pounds. Is there anything else I could help you with?,Attraction-Inform,,,,,,Attraction,Inform,193,147
4488,USER,How about Chinese food?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,193,23
4559,SYSTEM,"I apologize, we had a glitch. We do have several trains on Sunday. The one that arrives closest to 17:45 is the TR9823, pulling in at 15:52.",Train-Inform,,,,,,Train,Inform,196,140
4576,USER,any range is fine.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,197,18
4578,USER,"I'm sorry, but the price range should be moderate. The area doesn't matter. I just need one that is available for 3 people at 13:00 on sunday.",Restaurant-Inform,4,3,4,,,Restaurant,Inform,197,142
4600,USER,I need a train as well.,Train-Inform,3,3,4,,,Train,Inform,198,23
4642,USER,Yes. I also need a train.,Train-Inform,3,4,3,3,,Train,Inform,199,25
4643,SYSTEM,Please review the conversation history and see if the TR2365 with its departure time of 09:16 and cost of 17.60 pounds meets your needs before we proceed.,Train-Inform,,,,,,Train,Inform,199,154
4646,USER,I'm in the mood for a traditional American food restaurant tonight and looking to treat myself to some expensive fine dining. Can you help me find a perfect place?,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,200,163
4670,USER,"Hello, I'm looking for a hotel to stay in during my visit to Cambridge. Can you please help me find something in the moderate price range? No specific amenities needed.",Hotel-Inform,3,3,3,,,Hotel,Inform,201,168
4709,SYSTEM,"There are over 13 attractions on the west side. In order for me to narrow them down, please tell me what you're interested in - colleges? museums?",Attraction-Inform,,,,,,Attraction,Inform,202,146
4716,USER,We like european food.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,202,22
4722,USER,Do they have free wifi?,Hotel-Inform,3,3,3,,,Hotel,Inform,202,23
4728,USER,I literally JUST told you the time! And right before that I told you to book it for ONE. Please pay attention! My ferret hates unprofessional people!,Restaurant-Inform,3,3,1,,,Restaurant,Inform,202,149
4732,USER,"Hello. I'm going out for an expensive dinner and need to find a restaurant. I'd like somewhere in the north, and I'm willing to pay quite a bit of money.",Restaurant-Inform,3,4,3,3,,Restaurant,Inform,203,153
4734,USER,"Yes, Romanian please.",Restaurant-Inform,3,4,3,3,,Restaurant,Inform,203,21
4736,USER,I guess try European.,Restaurant-Inform,2,3,3,3,,Restaurant,Inform,203,21
4742,USER,How about at 16:45?,Restaurant-Inform,2,3,3,3,,Restaurant,Inform,203,19
4761,SYSTEM,"I'm sorry, I'm afraid that I can't. If you're open to exploring other parts of town there's Funky Fun House in the east, and several others as well.",Attraction-Inform,,,,,,Attraction,Inform,204,148
4792,USER,"Thank you so much for your help! We will arrive there at Frankie and Bennys ,17 :15 on Thursday. Is it close to funky fun house? We are looking for that",Attraction-Inform,4,4,3,,,Attraction,Inform,205,152
4795,SYSTEM,"I do not know the answer to that, sorry. You can call them at 01223304705 for further clarification. Again, I'm really sorry for the inconvenience.",Attraction-Inform,,,,,,Attraction,Inform,205,147
4856,USER,"Hello, I'm looking for a hotel to stay in during my visit to Cambridge. I'm looking for a cheap room and the only amenity I care about is free wifi.",Hotel-Inform,4,3,3,3,3,Hotel,Inform,208,148
4873,SYSTEM,The worth house hotel is a cheap 4 star guesthouse in the north. It provides parking and internet. The address is 152 chesterton road postcode cb41da. The phone number is 01223316074.,Hotel-Inform,,,,,,Hotel,Inform,209,183
4886,USER,How about gastropub?,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,210,20
4888,USER,I do not care,Restaurant-Inform,3,2,3,3,,Restaurant,Inform,210,13
4935,SYSTEM,"Yes, there are four other restaurants that meet your criteria. There is frankie and bennys, peking restaurant, taj tandoori, and the good luck chinese food takeaway.",Restaurant-Inform,,,,,,Restaurant,Inform,212,165
4983,SYSTEM,Sure thing! It is TR7015,Train-Inform,,,,,,Train,Inform,215,24
4993,SYSTEM,"There is a restaurant called Bedouin that serves African foods. They are in expensive price range, located in the centre. Can I book a table for you?",Restaurant-Inform,,,,,,Restaurant,Inform,215,149
5055,SYSTEM,"I am sorry that I told you it was booked. Something is wrong with our system. Here is the phone number so you can call them directly, 01223727410.",Restaurant-Inform,,,,,,Restaurant,Inform,218,146
5090,USER,Just for myself.,Train-Inform,3,3,4,3,,Train,Inform,219,16
5131,SYSTEM,There are quite a few choices available for guest houses with free parking and internet. May I suggest the acorn guest house in the north part of town?,Hotel-Inform,,,,,,Hotel,Inform,221,151
5142,USER,I would like free wifi.,Hotel-Inform,3,2,2,3,3,Hotel,Inform,222,23
5162,USER,i also need to use a taxi,Taxi-Inform,3,3,3,3,2,Taxi,Inform,222,25
5168,USER,From the hotel discussed.,Hotel-Inform,3,3,2,3,3,Hotel,Inform,222,25
5208,USER,"Ok, any area will be ok",Restaurant-Inform,3,4,3,4,,Restaurant,Inform,224,23
5260,USER,"The Rice Boat would be lovely. I'll need a table on Friday at 19:00. It should be for 4 people. I'll also need a reference number, please?",Restaurant-Inform,3,3,3,2,3,Restaurant,Inform,226,138
5327,SYSTEM,"I have 3 guesthouses in the east. All are 4-star rated and all of them have free wifi and parking. They are the Allenbell, Autumn House and Leverton House.",Hotel-Inform,,,,,,Hotel,Inform,229,155
5374,USER,How about Indian food?,Restaurant-Inform,2,3,3,2,,Restaurant,Inform,231,22
5535,SYSTEM,their postcode is cb30nd,Hotel-Inform,,,,,,Hotel,Inform,238,24
5572,USER,does it have wifi?,Hotel-Inform,3,3,3,,,Hotel,Inform,240,18
5598,USER,How about any area?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,241,19
5611,SYSTEM,TR9102 arrives at 05:11,Train-Inform,,,,,,Train,Inform,242,23
5615,SYSTEM,"No, it does not. I apologize for the error. I do have train TR1978 that departs at 19:11 and will get you there by 19:58. Would this work for you?",Train-Inform,,,,,,Train,Inform,242,146
5640,USER,"No, that doesn't matter.",Restaurant-Inform,3,3,2,,,Restaurant,Inform,243,24
5674,USER,"Yes, I think there's been some confusion. Let's go back to lodgings for a moment. With no 0-star guesthouses with moderate pricing, how about a hotel instead?",Hotel-Inform,3,3,2,3,,Hotel,Inform,244,158
5704,USER,"I'm trying to find an Irish restaurant that can provide me with some unique fine dining. I expect this to be expensive, can you give me some options?",Restaurant-Inform,4,3,3,3,,Restaurant,Inform,246,149
5746,USER,Is it a guesthouse?,Hotel-Inform,3,3,3,,,Hotel,Inform,248,19
5816,USER,"Hmm, I think we are getting confused on what I need. I really need to find a hotel with 4 stars in the east. Or a guesthouse will do also.",Hotel-Inform,3,3,2,,,Hotel,Inform,250,138
5927,SYSTEM,Carolina bed and breakfast has free parking and internet. It is located in the east with a moderate price range. Will this suit your needs?,Booking-Inform,,,,,,Booking,Inform,255,139
5963,SYSTEM,"Tenpin address is Cambridge Leisure Park, Clifton Way. I am sorry I have no information about their entrance fee. Can I assist you with anything else today?",Attraction-Inform,,,,,,Attraction,Inform,256,156
5979,SYSTEM,"Certainly. Alexander bed and breakfast and Rosa's bed and breakfast are two of our best kept secrets, offering 4 star quality at inexpensive prices.",Hotel-Inform,,,,,,Hotel,Inform,257,148
5988,USER,How about 3 nights?,Hotel-Inform,3,3,3,,,Hotel,Inform,257,19
6040,USER,Try another type.,Hotel-Inform,4,3,3,,,Hotel,Inform,260,17
6084,USER,I'm going to leicester.,Train-Inform,4,3,3,,,Train,Inform,262,23
6099,SYSTEM,"There are 2 hotels with 3 stars. They are both quite similar, but the Gonville Hotel has a little better reputation. Can I tell you anything about it?",Hotel-Inform,,,,,,Hotel,Inform,263,150
6105,SYSTEM,There are two 3-star guesthouses in the north. One offers Internet and parking and the other doesn't. Would you like to book a room at one of these?,Hotel-Inform,,,,,,Hotel,Inform,263,148
6110,USER,"I think we're confusing each other. You said there was no 3-star hotel in the north, so I'm looking for a 3-star guesthouse in the north. Do you have that?",Hotel-Inform,3,3,3,,,Hotel,Inform,263,155
6133,SYSTEM,"There are five that meet your criteria. A guesthouse and hotel in the south, a hotel in centre, a guest house in north, and another guesthouse in west.",Hotel-Inform,,,,,,Hotel,Inform,264,151
6151,SYSTEM,"There isn't anything like that in the centre, but The Cherry Hinton Village Centre is located in the East part of town. Does that interest you?",Attraction-Inform,,,,,,Attraction,Inform,265,143
6158,USER,"Yes, that's fine for me.",Hotel-Inform,3,4,3,,,Hotel,Inform,265,24
6307,SYSTEM,It will arrive at 17:23.,Train-Inform,,,,,,Train,Inform,271,24
6372,USER,Is it a cheap restaurant?,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,274,25
6373,SYSTEM,"No, it is expensive.",Restaurant-Inform,,,,,,Restaurant,Inform,274,20
6398,USER,I would like chinese.,Restaurant-Inform,5,3,3,3,3,Restaurant,Inform,275,21
6402,USER,"Ok, I think we've already established the attraction in the town centre. The next thing I need is a HOTEL in the centre that includes free parking.",Attraction-Inform,3,2,3,3,3,Attraction,Inform,275,147
6448,USER,How about 17:30 instead?,Restaurant-Inform,2,3,3,3,,Restaurant,Inform,278,24
6481,SYSTEM,Correction I apologize TR4724 leaves at 23:35 and arrives by 23:52. It's price is 4.40 pounds by the way. Let's find one leaving after 21:45.,Train-Inform,,,,,,Train,Inform,279,141
6494,USER,"Does it have 3 stars? I'd like my lodgings to be 3-star rated, please. I'm quite particular. I also will require free parking and Internet.",Hotel-Inform,3,3,3,,,Hotel,Inform,280,139
6498,USER,Could we try 2 nights.,Hotel-Inform,2,3,3,,,Hotel,Inform,280,22
6528,USER,How about for 3 nights?,Hotel-Inform,3,3,2,,,Hotel,Inform,281,23
6560,USER,"Actually, sorry. Do cancel the other booking because I didn't ask for it. Make the booking for 7 people on a train leaving after 15:45 from norwich to cambridge on tuesday",Train-Inform,3,3,2,,,Train,Inform,282,171
6569,SYSTEM,"The Allenbell Hotel is a 4 star guesthouse hotel, the price range is cheap. Internet and parking are available. Would you like to book a room?",Hotel-Inform,,,,,,Hotel,Inform,283,142
6594,USER,Modern Eclectic please,Restaurant-Inform,3,3,3,,,Restaurant,Inform,284,22
6683,SYSTEM,I have 1 expensive Indian food in the south. It's called Taj Tandoori. They are located on 64 Cherry Hinton Road Cherry Hinton. Would you like a reservation?,Restaurant-Inform,,,,,,Restaurant,Inform,289,157
6731,SYSTEM,"I'm terribly sorry -- you are correct. There are trains every hour, at one minute past. There is a 10:01 train on Sunday, for example. Travel time is 60 minutes.",Train-Inform,,,,,,Train,Inform,291,161
6754,USER,"I'm sorry, there's been a mistake. I need to book a train from cambridge to stansted airport. The train must leave after 10:15. I need four tickets.",Train-Inform,2,3,2,2,,Train,Inform,292,148
6762,USER,"I need it for 4 people for 2 nights starting Thursday, if that fails one night. I don't care the area but I will need the reference number.",Hotel-Inform,3,3,3,2,,Hotel,Inform,292,139
6841,SYSTEM,"Well, we have many museums. The Cambridge and County Folk Museum, for instance. Or the Museum of Classical Archaeology. What interests you?",Attraction-Inform,,,,,,Attraction,Inform,296,139
6991,SYSTEM,Sure. The Cambridge Belfry is a cheap 4 star hotel. Postcode is cb236bw. Taxi is booked. Car is a black bmw and contact number is 07510940370.,Taxi-Inform,,,,,,Taxi,Inform,302,142
7040,USER,Let's go with lebanese.,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,305,23
7057,SYSTEM,All saints church and Holy trinity church are nice places if you are into architecture. They both have free entrance. Do one of these interest you?,Attraction-Inform,,,,,,Attraction,Inform,305,147
7127,SYSTEM,I did happen to find 1 hotel that will meet your needs. It is called the Lensfield Hotel. They are expensive and 3 star rated. Shall I reserve a room?,Hotel-Inform,,,,,,Hotel,Inform,308,150
