speaker,text,domain-intent,rating 1,rating 2,rating 3,rating 4,rating 5,domain,intent,avg_rating,conv_ID,turn_id,wt_avg_rating,word_count,satisfaction_rating
SYSTEM,"Unfortunately there are no swimming attractions in the south. Entertainment wise there are 2 options, Nusha and Tenpin. Would you like more info on one of them?",Attraction-Inform,,,,,,Attraction,Inform,,9,3,,27,Medium
USER,Yes please send me the info.,,3.0,3.0,3.0,3.0,,,,3.0,9,4,3.0,6,Medium
SYSTEM,"No problem. For Nusha, the phone number is 01223902158 with a post code of cb17dy. For Tenpin, the phone number is 08715501010 with a post code of cb17dy.",Attraction-Inform,,,,,,Attraction,Inform,,9,5,,28,Medium
USER,I also need some help finding a place to eat while there. Can you help me with that?,,3.0,3.0,3.0,3.0,,,,3.0,9,6,3.0,18,Medium
SYSTEM,Yes I can. What type of cuisine are you interested in?,Restaurant-Request,,,,,,Restaurant,Request,,9,7,,11,Medium
USER,"I would like a spanish restaurant, preferrably cheap.",Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,9,8,3.0,8,Medium
SYSTEM,I'm sorry there's nothing that matches that in the south. Do you want me to search in a different area?,Restaurant-Request,,,,,,Restaurant,Request,,9,9,,20,Medium
USER,Is there anything matching that anywhere in the city?,,2.0,3.0,3.0,3.0,,,,2.75,9,10,2.71,9,Low
SYSTEM,"None,would you like to try a different area ?",Restaurant-Request,,,,,,Restaurant,Request,,9,11,,9,Medium
USER,Try a different area other than the south. Please make sure it is cheap Spanish food.,Restaurant-Inform,2.0,3.0,3.0,3.0,,Restaurant,Inform,2.75,9,12,2.71,16,Low
SYSTEM,There is one! La Raza is a cheap Spanish restaurant in city centre. It's a lovely place - would you like to make a reservation?,Restaurant-Inform,,,,,,Restaurant,Inform,,9,13,,25,Medium
USER,Do they offer orders to go?,,3.0,3.0,3.0,3.0,,,,3.0,9,14,3.0,6,Medium
SYSTEM,"No, they do not offer takeout. Would you like to make a reservation?",,,,,,,,,,9,15,,13,Medium
USER,"Yes, please book 4 people on tuesday at 14:30 and send me the reference number",Restaurant-Request,3.0,3.0,3.0,3.0,,Restaurant,Request,3.0,9,16,3.0,15,Medium
SYSTEM,"I am sorry, I am unable to book that for you right now. Is there anything else I can help you with?",general-reqmore,,,,,,general,reqmore,,9,17,,22,Medium
USER,Can you try a booking for 13:30?,Restaurant-Inform,2.0,3.0,3.0,2.0,,Restaurant,Inform,2.5,9,18,2.58,7,Low
SYSTEM,"I'm sorry, I am unable to book it for that time either. Is there another time, or day I could try for you?",Booking-Request,,,,,,Booking,Request,,9,19,,23,Medium
USER,Is there another restaurant in that area?,Restaurant-Inform,2.0,3.0,3.0,3.0,,Restaurant,Inform,2.75,9,20,2.71,7,Low
SYSTEM,There are no matches for spanish restaurants in that area another perhaps?,Restaurant-Request,,,,,,Restaurant,Request,,9,21,,12,Medium
USER,Look in another area. I want a spanish restaurant,Restaurant-Inform,2.0,2.0,3.0,3.0,,Restaurant,Inform,2.5,9,22,2.42,9,Low
SYSTEM,I found la raza. Shall book it for you ?,Restaurant-Inform,,,,,,Restaurant,Inform,,9,23,,10,Medium
USER,May I pay with Visa at the restaurant?,,3.0,3.0,3.0,3.0,,,,3.0,9,24,3.0,8,Medium
SYSTEM,"Yes, Visa is an accepted payment options. What else will you be needing?",,,,,,,,,,9,25,,13,Medium
USER,Yes I would love that one.,,3.0,3.0,3.0,4.0,,,,3.25,9,26,3.13,6,Medium
SYSTEM,I booked your table. The reference number is MN2VXHKR,Booking-Book,,,,,,Booking,Book,,9,27,,9,Medium
USER,I will also need a taxi booked to get me to the restaurant from the hotel please.,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,9,28,3.0,17,Medium
SYSTEM,Do you mean from the entertainment attraction to the restaurant at 13:30? Or do you need help with a hotel?,Taxi-Request,,,,,,Taxi,Request,,9,29,,20,Medium
USER,Yes I want to be picked up at the attraction and arrive at the restaurant by my reservation time.,Taxi-Inform,3.0,3.0,3.0,3.0,,Taxi,Inform,3.0,9,30,3.0,19,Medium
SYSTEM,I booked you with a white honda taxi service. Their phone number is 07540747460.,Taxi-Inform,,,,,,Taxi,Inform,,9,31,,14,Medium
USER,"If plans change, will I be able to cancel my taxi booking later on?",,3.0,3.0,3.0,3.0,,,,3.0,9,32,3.0,14,Medium
SYSTEM,"You can cancel 24 hours in advance for free. After that time period, it'll be 10 GBP. Anything else I can do for you?",,,,,,,,,,9,33,,24,Medium
USER,Thank you for your help. That is all I need today.,general-thank,3.0,3.0,4.0,3.0,,general,thank,3.25,9,34,3.29,11,Medium
USER,OVERALL,,3.0,3.0,3.0,3.0,,,,3.0,9,35,3.0,1,Medium
USER,Could you help me find an expensive restaurant in the centre?,Restaurant-Inform,4.0,3.0,3.0,3.0,,Restaurant,Inform,3.25,10,0,3.29,11,Medium
SYSTEM,"There are 33 in that area. Please choose a food type. African, Asian, British, Chinese, European, French, Gastropub, Indian, Japanese, Korean, Mediterranean, North American, Modern European, Seafood, Thai, or Turkish.",Restaurant-Select,,,,,,Restaurant,Select,,10,1,,30,Medium
USER,I want to try Seafood. Can you book for 4 people at 17:45 on Thursday?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,10,2,3.0,15,Medium
SYSTEM,"I'm sorry, it doesn't look like Loch Fyne has tables at that time, and they're the only one that focuses on seafood. Would you like to try somewhere else?",Restaurant-Inform,,,,,,Restaurant,Inform,,10,3,,29,Medium
USER,Please try booking any different restaurant in the same area and price range as Loch Fyne.,Restaurant-Inform,4.0,3.0,3.0,3.0,,Restaurant,Inform,3.25,10,4,3.29,16,Medium
SYSTEM,"Ok, I can book at Bedouin if you would like? They serve african food.",Restaurant-Inform,,,,,,Restaurant,Inform,,10,5,,14,Medium
USER,"Yes,and book it for 4 people on Thursday at 7:45,thank you.",,3.0,3.0,3.0,3.0,,,,3.0,10,6,3.0,11,Medium
SYSTEM,Ok I have booked a table for 4 at Bedouin on Thursday at 7:45.,Booking-Book,,,,,,Booking,Book,,10,7,,14,Medium
USER,"Great, and do they accept Visa for payment there?",,4.0,3.0,3.0,3.0,,,,3.25,10,8,3.29,9,Medium
SYSTEM,"Yes, your Visa can be used to pay your at Bedouin. Are there any other questions I may answer for you?",,,,,,,,,,10,9,,21,Medium
USER,Any Halal options?,,3.0,2.0,3.0,3.0,,,,2.75,10,10,2.71,3,Low
SYSTEM,"I'm sorry, it doesn't look like they have Halal at this restaurant. Should I look up another restaurant that does offer Halal?",,,,,,,,,,10,11,,22,Medium
USER,"No, but could you tell me if the Bedouin restaurant offers delivery?",,2.0,2.0,2.0,3.0,,,,2.25,10,12,2.13,12,Low
SYSTEM,The Bedouin does not offer delivery service. Is this still acceptable?,,,,,,,,,,10,13,,11,Medium
USER,Could you please give me the reference number?,Restaurant-Request,3.0,2.0,3.0,3.0,,Restaurant,Request,2.75,10,14,2.71,8,Low
SYSTEM,Your booking was successful. Your reference number is BTY06386. May I help you with anything else today?,Booking-Book,,,,,,Booking,Book,,10,15,,17,Medium
USER,No thank you that is all I needed. Goodbye.,general-thank,4.0,3.0,3.0,3.0,,general,thank,3.25,10,16,3.29,9,Medium
USER,OVERALL,,4.0,3.0,3.0,3.0,,,,3.25,10,17,3.29,1,Medium
USER,"Hello, I'm trying to find an international restaurant in the east. Any ideas?",Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,11,0,3.0,13,Medium
SYSTEM,"Yes, the missing sock is an international restaurant in the east in the cheap price range. Would you like a reservation?",Restaurant-Recommend,,,,,,Restaurant,Recommend,,11,1,,21,Medium
USER,"No, please give me their post code instead.",Restaurant-Request,2.0,2.0,3.0,2.0,,Restaurant,Request,2.25,11,2,2.29,8,Low
SYSTEM,The post code is cb259aq.,Restaurant-Inform,,,,,,Restaurant,Inform,,11,3,,5,Medium
USER,I also need a hotel on the Southside.,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,11,4,3.29,8,Medium
SYSTEM,I have 1 hotel called the lensfield hotel located on 53-57 lensfield road.,Hotel-Inform,,,,,,Hotel,Inform,,11,5,,13,Medium
USER,When is the checkin time?,,3.0,3.0,2.0,3.0,,,,2.75,11,6,2.71,5,Low
SYSTEM,The check in time is 14:00. Would you like for me to book it for you?,,,,,,,,,,11,7,,16,Medium
USER,"Can you tell me if it offers free parking? Also, how many stars is the Lensfield?",Hotel-Inform,3.0,2.0,2.0,3.0,,Hotel,Inform,2.5,11,8,2.42,16,Low
SYSTEM,The Lenfield is a 3 star hotel. They do offer free parking.,Hotel-Inform,,,,,,Hotel,Inform,,11,9,,12,Medium
USER,Can you look for a 2 star hotel in that area if not available then could you try one that is in the east?,Hotel-Inform,2.0,2.0,2.0,3.0,,Hotel,Inform,2.25,11,10,2.13,24,Low
SYSTEM,"There is one located in the east, express by holiday inn cambridge. It has free internet and parking, would you like to book?",Hotel-Inform,,,,,,Hotel,Inform,,11,11,,23,Medium
USER,Is there a hotel lift?,,3.0,3.0,2.0,3.0,,,,2.75,11,12,2.71,5,Low
SYSTEM,There is a lift located on the Express by Holiday Inn Cambridge property. Would you like for me to book it for you?,,,,,,,,,,11,13,,23,Medium
USER,Yes I'd like to book 5 nights for 1 beginning on Tuesday. Could I get the reference number for that as well?,Hotel-Request,3.0,3.0,2.0,3.0,,Hotel,Request,2.75,11,14,2.71,22,Low
SYSTEM,How many guests will be staying?,Booking-Request,,,,,,Booking,Request,,11,15,,6,Medium
USER,"Just one, thanks.",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,11,16,3.0,3,Medium
SYSTEM,"You are all set, the reference number is 9WZD62FF, anything else that I can assist with?",Booking-Book,,,,,,Booking,Book,,11,17,,16,Medium
USER,What are the nearest diners by the hotel?,Hotel-Inform,3.0,3.0,2.0,3.0,,Hotel,Inform,2.75,11,18,2.71,8,Low
SYSTEM,"There is a Missing Sock off of Finders Corner Newmarket Road. it looks to be cheap, and is in the east side of the city.",Restaurant-Inform,,,,,,Restaurant,Inform,,11,19,,25,Medium
USER,"Actually, I'd like to book a taxi from the hotel to The Missing Sock. I'd like to depart by 09:15.",Taxi-Inform,2.0,2.0,3.0,3.0,,Taxi,Inform,2.5,11,20,2.42,20,Low
SYSTEM,"Sure, I found you a blue Tesla, their contact number is 07980198100. Can I assist you with anything else?",general-reqmore,,,,,,general,reqmore,,11,21,,19,Medium
USER,Can I change my booking if my plan changes?,,3.0,3.0,2.0,3.0,,,,2.75,11,22,2.71,9,Low
SYSTEM,You can cancel 24 hours in advance. After that only minor changes can be made. Would you like any more information?,,,,,,,,,,11,23,,21,Medium
USER,"No, thank you. Goodbye.",general-thank,4.0,3.0,4.0,3.0,,general,thank,3.5,11,24,3.58,4,High
USER,OVERALL,,3.0,3.0,3.0,2.0,,,,2.75,11,25,2.87,1,Medium
USER,"I am hearing some good things about queens college, can you give me some basic info on them?",Attraction-Inform,3.0,3.0,3.0,3.0,,Attraction,Inform,3.0,12,0,3.0,18,Medium
SYSTEM,"Queen's College is found on Silver Street, and their phone number is 01223335511. Is there anything else you'd like to know?",Attraction-Inform,,,,,,Attraction,Inform,,12,1,,21,Medium
USER,"Yes, I'd like to know the entrance fee, please?",Attraction-Request,3.0,3.0,3.0,3.0,,Attraction,Request,3.0,12,2,3.0,9,Medium
SYSTEM,The entrance free is 2.50 pounds. Can I provide you with any other information?,Attraction-Inform,,,,,,Attraction,Inform,,12,3,,14,Medium
USER,No thanks. I also need a train leaving Cambridge on Tuesday.,Train-Inform,3.0,3.0,3.0,2.0,,Train,Inform,2.75,12,4,2.87,11,Medium
SYSTEM,"Sure, I can help you with that. Where will you be travelling to?",Train-Request,,,,,,Train,Request,,12,5,,13,Medium
USER,I'd like to go to Leicester please.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,12,6,3.0,7,Medium
SYSTEM,"Sure, I have a number of options for you. What time would you like to leave?",Train-Request,,,,,,Train,Request,,12,7,,16,Medium
USER,I would like to leave after 09:45. Can you book the first one available after that and give me the reference number?,Train-Request,3.0,4.0,3.0,3.0,,Train,Request,3.25,12,8,3.29,22,Medium
SYSTEM,Definitely. How many people will be traveling?,Train-Request,,,,,,Train,Request,,12,9,,7,Medium
USER,Does my child get a discount on this train?,,3.0,3.0,3.0,2.0,,,,2.75,12,10,2.87,9,Medium
SYSTEM,"If they're under 5, their ticket is free, and if they're 5-16 years old, their ticket is half off. How many people are traveling with you?",,,,,,,,,,12,11,,26,Medium
USER,Just myself will be travelling.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,12,12,3.0,5,Medium
SYSTEM,Ok. I was able to book one ticket. Your reference number is M0PIMESH.,Train-OfferBooked,,,,,,Train,OfferBooked,,12,13,,13,Medium
USER,"Thanks, can I park my car at the station?",,3.0,3.0,3.0,2.0,,,,2.75,12,14,2.87,9,Medium
SYSTEM,"Yes, you may park there however there may be a fee. Please check with the station. Is there any more questions you have?",,,,,,,,,,12,15,,23,Medium
USER,Can I reserve a specific seat on the train?,,3.0,3.0,3.0,3.0,,,,3.0,12,16,3.0,9,Medium
SYSTEM,"I'm sorry, we not provide reservations for the train. What else can I help with?",,,,,,,,,,12,17,,15,Medium
USER,Thank you that is all I need today.,general-thank,3.0,4.0,3.0,3.0,,general,thank,3.25,12,18,3.29,8,Medium
SYSTEM,thanks for inquiring with us and have a great day,general-bye,,,,,,general,bye,,12,19,,10,Medium
USER,Thank you very much.,general-thank,3.0,4.0,4.0,3.0,,general,thank,3.5,12,20,3.58,4,High
USER,OVERALL,,3.0,4.0,4.0,3.0,,,,3.5,12,21,3.58,1,High
USER,I would like to go to a nightclub in the centre.,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,13,0,3.0,11,Medium
SYSTEM,"You have five options for nightclubs in the center. Soul Tree Nightclub has the lowest entry fee, at 4 pounds.",Attraction-Inform,,,,,,Attraction,Inform,,13,1,,20,Medium
USER,What is the postcode for Soul Tree Nightclub?,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,13,2,3.0,8,Medium
SYSTEM,The post code is cb23qf. Is there anything else I can help you with?,Attraction-Inform,,,,,,Attraction,Inform,,13,3,,14,Medium
USER,Yes. Are there any North Indian restaurants close to the nightclub?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,13,4,3.0,11,Medium
SYSTEM,What's your price range?,Restaurant-Request,,,,,,Restaurant,Request,,13,5,,4,Medium
USER,I would like something cheap.,Restaurant-Inform,2.0,3.0,3.0,,,Restaurant,Inform,2.67,13,6,2.67,5,Low
SYSTEM,There are no North Indian restaurants but there are some Indian restaurants in the centre of town. Would you like information about one of those?,general-reqmore,,,,,,general,reqmore,,13,7,,25,Medium
USER,"Actually, can you check for a Chinese restaurant in the north then?",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,13,8,3.0,12,Medium
SYSTEM,I'm sorry I may have misunderstood. Were you looking for cheap Indian food on the north side of town?,Restaurant-Request,,,,,,Restaurant,Request,,13,9,,19,Medium
USER,"I was, but since there's no cheap Indian food in the north I want to see if there's any cheap Chinese in the north.",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,13,10,3.0,24,Medium
SYSTEM,There's no cheap Chinese food in the north. Would you like me try something else?,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,,13,11,,15,Medium
USER,are there any chinese restaurants that are cheap in the north?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,13,12,3.0,11,Medium
SYSTEM,"Unfortunately, there are none. Could you like to try an alternative type of food?",Restaurant-NoOffer,,,,,,Restaurant,NoOffer,,13,13,,14,Medium
USER,"No, i didn't have any other choices.",,3.0,2.0,3.0,,,,,2.67,13,14,2.67,7,Low
SYSTEM,perhaps we try a different location?,Restaurant-Request,,,,,,Restaurant,Request,,13,15,,6,Medium
USER,Do you have any cheap chinese restaurants in the centre?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,13,16,3.0,10,Medium
SYSTEM,"Yes, we have 3. I recommend Golden House.",Restaurant-Recommend,,,,,,Restaurant,Recommend,,13,17,,8,Medium
USER,I have a disability. Will the restaurant offer facilities to help me access the restaurant?,,3.0,3.0,3.0,,,,,3.0,13,18,3.0,15,Medium
SYSTEM,I'm sorry but there is no service for disabilities. Can I help you with anything else?,,,,,,,,,,13,19,,16,Medium
USER,Do they have high chairs for my baby?,,3.0,3.0,3.0,,,,,3.0,13,20,3.0,8,Medium
SYSTEM,The restaurant does not offer baby seats. Would you like to know their contact information?,,,,,,,,,,13,21,,15,Medium
USER,Does the restaurant offer any outdoor seating for patrons?,,3.0,3.0,3.0,,,,,3.0,13,22,3.0,9,Medium
SYSTEM,The Golden House does not have any outdoor seating right now. Is this still ok?,,,,,,,,,,13,23,,15,Medium
USER,"Great, can I just get the postcode?",Restaurant-Request,3.0,3.0,4.0,,,Restaurant,Request,3.33,13,24,3.33,7,High
SYSTEM,"Yes, the postcode is cb21eg. Can i assist you further, today?",general-reqmore,,,,,,general,reqmore,,13,25,,11,Medium
USER,"No, that's all I need today. Thank you.",general-thank,3.0,3.0,3.0,,,general,thank,3.0,13,26,3.0,8,Medium
USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,13,27,3.0,1,Medium
USER,I want a place to stay in the moderate price range.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,14,0,3.0,11,Medium
SYSTEM,"Okay, were you looking for a hotel or a guesthouse?",Hotel-Request,,,,,,Hotel,Request,,14,1,,10,Medium
USER,I am interested in a guesthouse on the east side please.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,14,2,3.0,11,Medium
SYSTEM,There are 3 guesthouses on the east side. Would like one with free parking?,Hotel-Request,,,,,,Hotel,Request,,14,3,,14,Medium
USER,"Yes, free parking would be helpful. Please book me a room for four guests, for four nights. I will be arriving on Friday. May I have the reference number?",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,14,4,3.0,29,Medium
SYSTEM,i have booked warkworth house and the Reference number is : 93SG6IOJ,Booking-Book,,,,,,Booking,Book,,14,5,,12,Medium
USER,I need to find somewhere to eat.,,3.0,3.0,3.0,,,,,3.0,14,6,3.0,7,Medium
SYSTEM,"There are 110 restaurants in the city, do you know the area you would like to eat in?",Restaurant-Request,,,,,,Restaurant,Request,,14,7,,18,Medium
USER,"The same area as the hotel, please",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,14,8,3.0,7,Medium
SYSTEM,Is there a price range you'd prefer?,Hotel-Request,,,,,,Hotel,Request,,14,9,,7,Medium
USER,Does this place offer concierge service?,,3.0,3.0,3.0,,,,,3.0,14,10,3.0,6,Medium
SYSTEM,I'm afraid there is no concierge service at this hotel. Would you like to look for a restaurant?,,,,,,,,,,14,11,,18,Medium
USER,"I want fancy, but not quite ""Frasier and Niles Crane fancy"", how about moderately priced?",Restaurant-Inform,3.0,3.0,2.0,,,Restaurant,Inform,2.67,14,12,2.67,15,Low
